# command: python3 /Users/jenniferstiens/anaconda3/envs/python38/bin/transit pathway_enrichment output/resamp_all_perm_winz_pc5.tsv GSEA_files/Mbovis_GO_terms.dat GSEA_files/GO_term_names.dat output/gsea_fet.txt -M FET -Pval_col 10 -Qval_col 11
# date: 2023-08-16 09:17:52
# pathway method: FET
# method=FET, PC=2
# genes with associations=3121 out of 4045 total
# significant genes (qval<0.05): 11
# 2474 out of 47127 pathways have >=1 gene; max has 2412
#pathway	total_genes(M)	genes_in_path(n)	significant_genes(N)	signif_genes_in_path(k)	expected	k+PC	n_adj_by_PC	enrichement	pval	qval	description	genes
GO:0052553	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	modulation by symbiont of host immune response	
GO:0098796	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	membrane protein complex	
GO:0140101	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	catalytic activity, acting on a tRNA	
GO:1901700	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	response to oxygen-containing compound	
GO:2000113	4045	39	11	0	0.11	2	774	0.948	0.35384243637866747	0.39439262473687786	negative regulation of cellular macromolecule biosynthetic process	
GO:0004497	4045	40	11	0	0.11	2	775	0.948	0.3546627738435085	0.39439262473687786	monooxygenase activity	
GO:0008202	4045	40	11	0	0.11	2	775	0.948	0.3546627738435085	0.39439262473687786	steroid metabolic process	
GO:0042578	4045	40	11	0	0.11	2	775	0.948	0.3546627738435085	0.39439262473687786	phosphoric ester hydrolase activity	
GO:0008757	4045	41	11	0	0.11	2	776	0.948	0.3554832216512048	0.39439262473687786	S-adenosylmethionine-dependent methyltransferase activity	
GO:0009451	4045	41	11	0	0.11	2	776	0.948	0.3554832216512048	0.39439262473687786	RNA modification	
GO:0019843	4045	41	11	0	0.11	2	776	0.948	0.3554832216512048	0.39439262473687786	rRNA binding	
GO:1990837	4045	41	11	0	0.11	2	776	0.948	0.3554832216512048	0.39439262473687786	sequence-specific double-stranded DNA binding	
GO:0005506	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	iron ion binding	
GO:0009141	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	nucleoside triphosphate metabolic process	
GO:0016836	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	hydro-lyase activity	
GO:0020012	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	evasion or tolerance of host immune response	
GO:0030682	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	evasion or tolerance of host defense response	
GO:0043648	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	dicarboxylic acid metabolic process	
GO:0044038	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	cell wall macromolecule biosynthetic process	
GO:0044415	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	evasion or tolerance of host defenses	
GO:0051805	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	evasion or tolerance of immune response of other organism involved in symbiotic interaction	
GO:0051807	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	evasion or tolerance of defense response of other organism involved in symbiotic interaction	
GO:0051834	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	evasion or tolerance of defenses of other organism involved in symbiotic interaction	
GO:0070589	4045	43	11	0	0.12	2	778	0.943	0.3571244349539824	0.39439262473687786	cellular component macromolecule biosynthetic process	
GO:0006820	4045	44	11	0	0.12	2	779	0.943	0.3579451937919043	0.39439262473687786	anion transport	
GO:0009127	4045	44	11	0	0.12	2	779	0.943	0.3579451937919043	0.39439262473687786	purine nucleoside monophosphate biosynthetic process	
GO:0009168	4045	44	11	0	0.12	2	779	0.943	0.3579451937919043	0.39439262473687786	purine ribonucleoside monophosphate biosynthetic process	
GO:0022900	4045	44	11	0	0.12	2	779	0.943	0.3579451937919043	0.39439262473687786	electron transport chain	
GO:0018130	4045	379	11	1	1.03	3	1114	0.99	0.3585047444388316	0.39439262473687786	heterocycle biosynthetic process	MB2636c/snop
GO:0006644	4045	45	11	0	0.12	2	780	0.943	0.3587660496583943	0.39439262473687786	phospholipid metabolic process	
GO:0009116	4045	45	11	0	0.12	2	780	0.943	0.3587660496583943	0.39439262473687786	nucleoside metabolic process	
GO:0016616	4045	45	11	0	0.12	2	780	0.943	0.3587660496583943	0.39439262473687786	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	
GO:0016879	4045	45	11	0	0.12	2	780	0.943	0.3587660496583943	0.39439262473687786	ligase activity, forming carbon-nitrogen bonds	
GO:0046486	4045	45	11	0	0.12	2	780	0.943	0.3587660496583943	0.39439262473687786	glycerolipid metabolic process	
GO:0098660	4045	45	11	0	0.12	2	780	0.943	0.3587660496583943	0.39439262473687786	inorganic ion transmembrane transport	
GO:0003690	4045	46	11	0	0.13	2	781	0.939	0.3595869992383766	0.39439262473687786	double-stranded DNA binding	
GO:0009126	4045	46	11	0	0.13	2	781	0.939	0.3595869992383766	0.39439262473687786	purine nucleoside monophosphate metabolic process	
GO:0009167	4045	46	11	0	0.13	2	781	0.939	0.3595869992383766	0.39439262473687786	purine ribonucleoside monophosphate metabolic process	
GO:0010629	4045	46	11	0	0.13	2	781	0.939	0.3595869992383766	0.39439262473687786	negative regulation of gene expression	
GO:0044003	4045	46	11	0	0.13	2	781	0.939	0.3595869992383766	0.39439262473687786	modification by symbiont of host morphology or physiology	
GO:0044036	4045	46	11	0	0.13	2	781	0.939	0.3595869992383766	0.39439262473687786	cell wall macromolecule metabolic process	
GO:0051817	4045	46	11	0	0.13	2	781	0.939	0.3595869992383766	0.39439262473687786	modification of morphology or physiology of other organism involved in symbiotic interaction	
GO:0004519	4045	47	11	0	0.13	2	782	0.939	0.36040803922220493	0.39439262473687786	endonuclease activity	
GO:0031327	4045	47	11	0	0.13	2	782	0.939	0.36040803922220493	0.39439262473687786	negative regulation of cellular biosynthetic process	
GO:0034655	4045	47	11	0	0.13	2	782	0.939	0.36040803922220493	0.39439262473687786	nucleobase-containing compound catabolic process	
GO:0035556	4045	47	11	0	0.13	2	782	0.939	0.36040803922220493	0.39439262473687786	intracellular signal transduction	
GO:0035821	4045	47	11	0	0.13	2	782	0.939	0.36040803922220493	0.39439262473687786	modification of morphology or physiology of other organism	
GO:0051172	4045	47	11	0	0.13	2	782	0.939	0.36040803922220493	0.39439262473687786	negative regulation of nitrogen compound metabolic process	
GO:0051539	4045	47	11	0	0.13	2	782	0.939	0.36040803922220493	0.39439262473687786	4 iron, 4 sulfur cluster binding	
GO:0001067	4045	48	11	0	0.13	2	783	0.939	0.36122916630568064	0.39439262473687786	regulatory region nucleic acid binding	
GO:0009890	4045	48	11	0	0.13	2	783	0.939	0.36122916630568064	0.39439262473687786	negative regulation of biosynthetic process	
GO:0044212	4045	48	11	0	0.13	2	783	0.939	0.36122916630568064	0.39439262473687786	transcription regulatory region DNA binding	
GO:0044391	4045	48	11	0	0.13	2	783	0.939	0.36122916630568064	0.39439262473687786	ribosomal subunit	
GO:0071555	4045	48	11	0	0.13	2	783	0.939	0.36122916630568064	0.39439262473687786	cell wall organization	
GO:0003824	4045	1798	11	5	4.89	7	2533	1.016	0.3612343119053214	0.39439262473687786	catalytic activity	MB1217c/fadD21 MB1363/glgP MB1383/irta MB2636c/snop MB3080c/NA
GO:0007165	4045	49	11	0	0.13	2	784	0.939	0.3620503771900664	0.39493502344277964	signal transduction	
GO:0034404	4045	49	11	0	0.13	2	784	0.939	0.3620503771900664	0.39493502344277964	nucleobase-containing small molecule biosynthetic process	
GO:0006310	4045	50	11	0	0.14	2	785	0.935	0.36287166858210257	0.39530801764514384	DNA recombination	
GO:0016835	4045	50	11	0	0.14	2	785	0.935	0.36287166858210257	0.39530801764514384	carbon-oxygen lyase activity	
GO:0034470	4045	50	11	0	0.14	2	785	0.935	0.36287166858210257	0.39530801764514384	ncRNA processing	
GO:0010035	4045	51	11	0	0.14	2	786	0.935	0.3636930371940237	0.3953324138919221	response to inorganic substance	
GO:0016054	4045	51	11	0	0.14	2	786	0.935	0.3636930371940237	0.3953324138919221	organic acid catabolic process	
GO:0044422	4045	51	11	0	0.14	2	786	0.935	0.3636930371940237	0.3953324138919221	organelle part	
GO:0044446	4045	51	11	0	0.14	2	786	0.935	0.3636930371940237	0.3953324138919221	intracellular organelle part	
GO:0046395	4045	51	11	0	0.14	2	786	0.935	0.3636930371940237	0.3953324138919221	carboxylic acid catabolic process	
GO:0006399	4045	52	11	0	0.14	2	787	0.935	0.36451447974357337	0.3953567833781677	tRNA metabolic process	
GO:0044413	4045	52	11	0	0.14	2	787	0.935	0.36451447974357337	0.3953567833781677	avoidance of host defenses	
GO:0044445	4045	52	11	0	0.14	2	787	0.935	0.36451447974357337	0.3953567833781677	cytosolic part	
GO:0045229	4045	52	11	0	0.14	2	787	0.935	0.36451447974357337	0.3953567833781677	external encapsulating structure organization	
GO:0051832	4045	52	11	0	0.14	2	787	0.935	0.36451447974357337	0.3953567833781677	avoidance of defenses of other organism involved in symbiotic interaction	
GO:0006979	4045	53	11	0	0.14	2	788	0.935	0.3653359929540187	0.3955541560473708	response to oxidative stress	
GO:0010605	4045	53	11	0	0.14	2	788	0.935	0.3653359929540187	0.3955541560473708	negative regulation of macromolecule metabolic process	
GO:0042802	4045	53	11	0	0.14	2	788	0.935	0.3653359929540187	0.3955541560473708	identical protein binding	
GO:0051128	4045	53	11	0	0.14	2	788	0.935	0.3653359929540187	0.3955541560473708	regulation of cellular component organization	
GO:0009156	4045	54	11	0	0.15	2	789	0.93	0.36615757355416695	0.39609699911369	ribonucleoside monophosphate biosynthetic process	
GO:0016705	4045	54	11	0	0.15	2	789	0.93	0.36615757355416695	0.39609699911369	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	
GO:0003735	4045	55	11	0	0.15	2	790	0.93	0.3669792182783796	0.3964657580876468	structural constituent of ribosome	
GO:0016051	4045	55	11	0	0.15	2	790	0.93	0.3669792182783796	0.3964657580876468	carbohydrate biosynthetic process	
GO:0031324	4045	55	11	0	0.15	2	790	0.93	0.3669792182783796	0.3964657580876468	negative regulation of cellular metabolic process	
GO:0001666	4045	56	11	0	0.15	2	791	0.93	0.3678009238665885	0.39700675639002614	response to hypoxia	
GO:1901657	4045	56	11	0	0.15	2	791	0.93	0.3678009238665885	0.39700675639002614	glycosyl compound metabolic process	
GO:0005198	4045	57	11	0	0.16	2	792	0.926	0.36862268706430895	0.39702765685550734	structural molecule activity	
GO:0009124	4045	57	11	0	0.16	2	792	0.926	0.36862268706430895	0.39702765685550734	nucleoside monophosphate biosynthetic process	
GO:0009161	4045	57	11	0	0.16	2	792	0.926	0.36862268706430895	0.39702765685550734	ribonucleoside monophosphate metabolic process	
GO:0016773	4045	57	11	0	0.16	2	792	0.926	0.36862268706430895	0.39702765685550734	phosphotransferase activity, alcohol group as acceptor	
GO:0034220	4045	57	11	0	0.16	2	792	0.926	0.36862268706430895	0.39702765685550734	ion transmembrane transport	
GO:0005840	4045	58	11	0	0.16	2	793	0.926	0.3694445046226558	0.39739378453758717	ribosome	
GO:0006396	4045	58	11	0	0.16	2	793	0.926	0.3694445046226558	0.39739378453758717	RNA processing	
GO:0016627	4045	58	11	0	0.16	2	793	0.926	0.3694445046226558	0.39739378453758717	oxidoreductase activity, acting on the CH-CH group of donors	
GO:0016853	4045	59	11	0	0.16	2	794	0.926	0.3702663732983584	0.39743395199057835	isomerase activity	
GO:0036293	4045	59	11	0	0.16	2	794	0.926	0.3702663732983584	0.39743395199057835	response to decreased oxygen levels	
GO:0046700	4045	59	11	0	0.16	2	794	0.926	0.3702663732983584	0.39743395199057835	heterocycle catabolic process	
GO:1901565	4045	59	11	0	0.16	2	794	0.926	0.3702663732983584	0.39743395199057835	organonitrogen compound catabolic process	
GO:0004540	4045	60	11	0	0.16	2	795	0.926	0.3710882898537737	0.39743395199057835	ribonuclease activity	
GO:0008270	4045	60	11	0	0.16	2	795	0.926	0.3710882898537737	0.39743395199057835	zinc ion binding	
GO:0009123	4045	60	11	0	0.16	2	795	0.926	0.3710882898537737	0.39743395199057835	nucleoside monophosphate metabolic process	
GO:0044119	4045	60	11	0	0.16	2	795	0.926	0.3710882898537737	0.39743395199057835	growth of symbiont in host cell	
GO:0070011	4045	60	11	0	0.16	2	795	0.926	0.3710882898537737	0.39743395199057835	peptidase activity, acting on L-amino acid peptides	
GO:0090501	4045	60	11	0	0.16	2	795	0.926	0.3710882898537737	0.39743395199057835	RNA phosphodiester bond hydrolysis	
GO:0022607	4045	61	11	0	0.17	2	796	0.922	0.3719102510569017	0.3977976485580522	cellular component assembly	
GO:0070482	4045	61	11	0	0.17	2	796	0.922	0.3719102510569017	0.3977976485580522	response to oxygen levels	
GO:1990904	4045	61	11	0	0.17	2	796	0.922	0.3719102510569017	0.3977976485580522	ribonucleoprotein complex	
GO:0009152	4045	62	11	0	0.17	2	797	0.922	0.3727322536813995	0.39798860406032904	purine ribonucleotide biosynthetic process	
GO:0019439	4045	62	11	0	0.17	2	797	0.922	0.3727322536813995	0.39798860406032904	aromatic compound catabolic process	
GO:0044270	4045	62	11	0	0.17	2	797	0.922	0.3727322536813995	0.39798860406032904	cellular nitrogen compound catabolic process	
GO:0048523	4045	62	11	0	0.17	2	797	0.922	0.3727322536813995	0.39798860406032904	negative regulation of cellular process	
GO:0015075	4045	63	11	0	0.17	2	798	0.922	0.37355429450659594	0.39836866243677627	ion transmembrane transporter activity	
GO:0015318	4045	63	11	0	0.17	2	798	0.922	0.37355429450659594	0.39836866243677627	inorganic molecular entity transmembrane transporter activity	
GO:0006066	4045	64	11	0	0.17	2	799	0.922	0.374376370317504	0.39836866243677627	alcohol metabolic process	
GO:0006164	4045	64	11	0	0.17	2	799	0.922	0.374376370317504	0.39836866243677627	purine nucleotide biosynthetic process	
GO:0006281	4045	64	11	0	0.17	2	799	0.922	0.374376370317504	0.39836866243677627	DNA repair	
GO:0009892	4045	64	11	0	0.17	2	799	0.922	0.374376370317504	0.39836866243677627	negative regulation of metabolic process	
GO:0043565	4045	64	11	0	0.17	2	799	0.922	0.374376370317504	0.39836866243677627	sequence-specific DNA binding	
GO:0071554	4045	64	11	0	0.17	2	799	0.922	0.374376370317504	0.39836866243677627	cell wall organization or biogenesis	
GO:0046677	4045	65	11	0	0.18	2	800	0.917	0.37519847790483674	0.398917238077556	response to antibiotic	
GO:0008233	4045	66	11	0	0.18	2	801	0.917	0.37602061406502046	0.398917238077556	peptidase activity	
GO:0043228	4045	66	11	0	0.18	2	801	0.917	0.37602061406502046	0.398917238077556	non-membrane-bounded organelle	
GO:0043232	4045	66	11	0	0.18	2	801	0.917	0.37602061406502046	0.398917238077556	intracellular non-membrane-bounded organelle	
GO:0044272	4045	66	11	0	0.18	2	801	0.917	0.37602061406502046	0.398917238077556	sulfur compound biosynthetic process	
GO:0071705	4045	66	11	0	0.18	2	801	0.917	0.37602061406502046	0.398917238077556	nitrogen compound transport	
GO:0072522	4045	66	11	0	0.18	2	801	0.917	0.37602061406502046	0.398917238077556	purine-containing compound biosynthetic process	
GO:1901566	4045	404	11	1	1.1	3	1139	0.968	0.3764608246641708	0.3992130648174705	organonitrogen compound biosynthetic process	MB2636c/snop
GO:0016614	4045	67	11	0	0.18	2	802	0.917	0.37684277560020774	0.3994468838195861	oxidoreductase activity, acting on CH-OH group of donors	
GO:0005488	4045	1459	11	4	3.97	6	2194	1.005	0.37718277195670574	0.39963605045862527	binding	MB1363/glgP MB1383/irta MB2497/glbO MB3080c/NA
GO:1901362	4045	409	11	1	1.11	3	1144	0.965	0.3800653536441527	0.40241574986435474	organic cyclic compound biosynthetic process	MB2636c/snop
GO:0040008	4045	71	11	0	0.19	2	806	0.913	0.38013161173524534	0.40241574986435474	regulation of growth	
GO:0006508	4045	72	11	0	0.2	2	807	0.909	0.3809538523791269	0.4027691584555384	proteolysis	
GO:0051536	4045	72	11	0	0.2	2	807	0.909	0.3809538523791269	0.4027691584555384	iron-sulfur cluster binding	
GO:0051540	4045	72	11	0	0.2	2	807	0.909	0.3809538523791269	0.4027691584555384	metal cluster binding	
GO:0009150	4045	73	11	0	0.2	2	808	0.909	0.3817760993319457	0.40312166869280136	purine ribonucleotide metabolic process	
GO:0009260	4045	73	11	0	0.2	2	808	0.909	0.3817760993319457	0.40312166869280136	ribonucleotide biosynthetic process	
GO:0016042	4045	73	11	0	0.2	2	808	0.909	0.3817760993319457	0.40312166869280136	lipid catabolic process	
GO:0006974	4045	74	11	0	0.2	2	809	0.909	0.38259834943631665	0.40364533752897547	cellular response to DNA damage stimulus	
GO:0046390	4045	74	11	0	0.2	2	809	0.909	0.38259834943631665	0.40364533752897547	ribose phosphate biosynthetic process	
GO:0043229	4045	75	11	0	0.2	2	810	0.909	0.38342059954068786	0.4043403935480229	intracellular organelle	
GO:0006464	4045	76	11	0	0.21	2	811	0.905	0.38424284649935175	0.4045177881869771	cellular protein modification process	
GO:0034660	4045	76	11	0	0.21	2	811	0.905	0.38424284649935175	0.4045177881869771	ncRNA metabolic process	
GO:0036211	4045	76	11	0	0.21	2	811	0.905	0.38424284649935175	0.4045177881869771	protein modification process	
GO:0071702	4045	76	11	0	0.21	2	811	0.905	0.38424284649935175	0.4045177881869771	organic substance transport	
GO:0006163	4045	77	11	0	0.21	2	812	0.905	0.3850650871724593	0.4052109849700826	purine nucleotide metabolic process	
GO:1901361	4045	78	11	0	0.21	2	813	0.905	0.385887318426031	0.40590358239200713	organic cyclic compound catabolic process	
GO:0016301	4045	80	11	0	0.22	2	815	0.901	0.3875317401680783	0.40694122460773585	kinase activity	
GO:0043226	4045	80	11	0	0.22	2	815	0.901	0.3875317401680783	0.40694122460773585	organelle	
GO:0048518	4045	80	11	0	0.22	2	815	0.901	0.3875317401680783	0.40694122460773585	positive regulation of biological process	
GO:0140097	4045	80	11	0	0.22	2	815	0.901	0.3875317401680783	0.40694122460773585	catalytic activity, acting on DNA	
GO:0072521	4045	83	11	0	0.23	2	818	0.897	0.3899982241240678	0.4093574910831327	purine-containing compound metabolic process	
GO:0009259	4045	86	11	0	0.23	2	821	0.897	0.39246445522076745	0.41122069127547956	ribonucleotide metabolic process	
GO:0042221	4045	86	11	0	0.23	2	821	0.897	0.39246445522076745	0.41122069127547956	response to chemical	
GO:0044116	4045	86	11	0	0.23	2	821	0.897	0.39246445522076745	0.41122069127547956	growth of symbiont involved in interaction with host	
GO:0044117	4045	86	11	0	0.23	2	821	0.897	0.39246445522076745	0.41122069127547956	growth of symbiont in host	
GO:0009987	4045	1483	11	4	4.03	6	2218	0.995	0.3926043948232347	0.41122069127547956	cellular process	MB1217c/fadD21 MB1363/glgP MB1383/irta MB2636c/snop
GO:0000287	4045	87	11	0	0.24	2	822	0.893	0.3932864616441151	0.411760772792019	magnesium ion binding	
GO:0050896	4045	428	11	1	1.16	3	1163	0.949	0.39379472654808995	0.41211850824026	response to stimulus	MB1383/irta
GO:0044110	4045	88	11	0	0.24	2	823	0.893	0.3941084276336768	0.4122724101334953	growth involved in symbiotic interaction	
